TaxonName,Locality,MaterialType,AltitudeFrom,AltitudeTo,CoordLatDD,CoordLongDD,CountryName,ItemAccNoFull,ItemLocationCode,AccNoCons,CollNo,DetType,ProvenanceCode,AtrA_Variant,Collector,ItemSpecCount
Rhododendron sperabile var. weihsiense,,unrooted cutting,,,,,,1970-0040.02,3AB7,01400/0-0096-1970,F.26478,,W,,"Forrest, George",1
Rhododendron sperabile var. weihsiense,,unrooted cutting,,,,,,1970-0040.03,3AB7,01400/0-0096-1970,F.26478,,W,,"Forrest, George",1
Rhododendron sperabile var. weihsiense,,unrooted cutting,,,,,,1970-0040.04,3AB4,01400/0-0096-1970,F.26478,,W,,"Forrest, George",1
Rhododendron augustinii subsp. augustinii,,unrooted cutting,,,,,,1970-0041.01,3AB1,01403/0-0097-1970,,,G,,,1
Rhododendron augustinii subsp. augustinii,,unrooted cutting,,,,,,1970-0041.02,3AF3,01403/0-0097-1970,,,G,,,3
Rhododendron augustinii subsp. augustinii,,unrooted cutting,,,,,,1970-0041.03,3AA7,01403/0-0097-1970,,,G,,,1
Rhododendron augustinii subsp. augustinii,,unrooted cutting,,,,,,1970-0042.01,3AB1,01404/0-0097-1970,,,G,,,1
Rhododendron augustinii subsp. augustinii,,unrooted cutting,,,,,,1970-0042.02,3AA7,01404/0-0097-1970,,,G,,,1
Rhododendron augustinii subsp. augustinii,,unrooted cutting,,,,,,1970-0042.03,3AF2,01404/0-0097-1970,,,G,,,1
Rhododendron cinnabarinum subsp. xanthocodon Concatenans Group,,unrooted cutting,,,,,,1970-0043.01,3ACA,01409/0-0097-1970,,,G,,,1
Rhododendron cinnabarinum subsp. xanthocodon Concatenans Group,,unrooted cutting,,,,,,1970-0043.02,3ACA,01409/0-0097-1970,,,G,,,1
Rhododendron cinnabarinum subsp. xanthocodon Concatenans Group,,unrooted cutting,,,,,,1970-0043.03,3ACA,01409/0-0097-1970,,,G,,,1
Rhododendron cinnabarinum subsp. xanthocodon Concatenans Group,,unrooted cutting,,,,,,1970-0043.05,HUBC,01409/0-0097-1970,,,G,,,1
Rhododendron campylogynum,,unrooted cutting,,,,,,1970-0044.01,3AE3,01414/0-0097-1970,,,G,,,1
Rhododendron campylogynum,,unrooted cutting,,,,,,1970-0044.02,3AF2,01414/0-0097-1970,,,G,,,1
Rhododendron campylogynum,,unrooted cutting,,,,,,1970-0044.03,HUBC,01414/0-0097-1970,,,G,,,1
Rhododendron aganniphum var. aganniphum,,unrooted cutting,,,,,,1970-0047.01,3AD4,01462/0-0005-1970,,,G,,,1
Rhododendron aganniphum var. aganniphum,,unrooted cutting,,,,,,1970-0047.02,HUBC,01462/0-0005-1970,,,G,,,1
Rhododendron lacteum,,unrooted cutting,,,,,,1970-0048.01,3AC6,01463/0-0005-1970,,,G,,,1
Rhododendron campylocarpum subsp. caloxanthum,,unrooted cutting,,,,,,1970-0052.01,3AC8,01484/0-0049-1970,F.27123,,W,,"Forrest, George",1
Rhododendron campylogynum Myrtilloides Group,,unrooted cutting,,,,,,1970-0056.03,HUBC,01505/0-0011-1970,,,U,,,1
Maianthemum dilatatum,"3mi.n.of Skidegate Mission, Haida Gwaii",seed,,,,,Canada,1970-0061.01,1B24,01536/0-0090-1970,N.Turner.0295,,W,,"Turner, Nancy",1
Pterostyrax hispidus,,plant,,,,,,1970-0063.02,3AD4,01548/0-0050-1970,,,G,,,1
Pterostyrax hispidus,,plant,,,,,,1970-0063.03,HUBC,01548/0-0050-1970,,,G,,,1
Calluna vulgaris 'Pygmaea',,plant,,,,,,1970-0082.02,HUBC,01578/0-0101-1970,,,U,,,1
Ribes lacustre,"mudflat nr.cemetery,w.side Q.C.cemetery rd.",seed,,,53.25,-132.15,Canada,1970-0113.01,1B24,01681/0-0090-1970,N.Turner.283,,W,,"Turner, Nancy",1
Ribes lacustre,"mudflat nr.cemetery,w.side Q.C.cemetery rd.",seed,,,53.25,-132.15,Canada,1970-0113.02,1B26,01681/0-0090-1970,N.Turner.283,,W,,"Turner, Nancy",1
Rosa pisocarpa,"10mi.s.of Kelowna,BC",seed,,,49.883333,-119.5,Canada,1970-0115.01,1B26,01683/0-0090-1970,N.Turner.0342,,W,,"Turner, Nancy",1
Holodiscus discolor,"Hornby Is.,BC",seed,,,49.516667,-124.6,Canada,1970-0119.01,1B24,01708/0-0099-1970,RLT.5114,,W,,"Taylor, Roy Lewis",1
Philadelphus lewisii,"Duncan,Vancouver Is.,BC",seed,,,,,Canada,1970-0120.01,1B37,01710/0-0099-1970,RLT.5148,,W,,"Taylor, Roy Lewis",1
Rosa acicularis subsp. sayi,"Okanagan Lake,BC",seed,,,49.9,-119.533333,Canada,1970-0121.01,1B26,01715/0-0099-1970,RLT.5123,,W,,"Taylor, Roy Lewis",1
Rosa nutkana var. hispida,"Okanagan Lake,BC",seed,,,49.9,-119.533333,Canada,1970-0122.01,1B26,01716/0-0099-1970,RLT.5124,,W,,"Taylor, Roy Lewis",1
Quercus chrysolepis,coll.California,seed,,,,,United States of America,1970-0124.02,HUBC,01728/0-0102-1970,EJ.0261,,W,,,1
Dierama dracomontanum,,seed,,,,,,1970-0133.02,LAF1,01839/0-5046-1970,,,G,,,14
Rhododendron fulvum,,plant,,,,,,1971-0001.01,3AE4,01840/0-0046-1971,,,G,,,1
Rhododendron fulvum,,plant,,,,,,1971-0001.02,3AE4,01840/0-0046-1971,,,G,,,1
Rhododendron recurvoides,,plant,,,,,,1971-0006.01,3AD1,01845/0-0046-1971,,,G,,,1
Rhododendron barbatum,,plant,,,,,,1971-0008.01,3AB6,01849/0-0046-1971,,,G,,,1
Rhododendron argipeplum,,plant,,,,,,1971-0009.01,3AB6,01850/0-0046-1971,,,G,,,1
Betula nana,"Gjendesheim,1100m,Oppland,Vaga",seed,1100,,,,Norway,1970-0135.01,LNA5,01891/0-0100-1970,,,W,,,1
Betula nana,"Gjendesheim,1100m,Oppland,Vaga",seed,1100,,,,Norway,1970-0135.02,HUBC,01891/0-0100-1970,,,W,,,1
Rohdea japonica,,seed,,,,,,1970-0141.01,3AE8,01951/0-0109-1970,,,G,,,1
Liriope muscari,,plant,,,,,,1971-0012.01,LAS5,01956/0-0111-1971,,,G,,,2
Sycopsis sinensis,,plant,,,,,,1971-0018.01,3AC9,01980/0-0083-1971,,,G,,,1
Sycopsis sinensis,,plant,,,,,,1971-0018.02,3AF8,01980/0-0083-1971,,,G,,,2
Sycopsis sinensis,,plant,,,,,,1971-0018.03,3AD1,01980/0-0083-1971,,,G,,,3
Asarum caudatum,"Hwy.1,1.7mi.s.of Hell's Gate Tunnel,Fraser Canyon,BC",plant,,,,,Canada,1971-0042.01,1B24,02480/0-0099-1971,RLT.5225,,W,,"Taylor, Roy Lewis",2
Asarum caudatum,"Hwy.1,1.7mi.s.of Hell's Gate Tunnel,Fraser Canyon,BC",plant,,,,,Canada,1971-0042.03,1B35,02480/0-0099-1971,RLT.5225,,W,,"Taylor, Roy Lewis",1
Asarum caudatum,"Hwy.1,1.7mi.s.of Hell's Gate Tunnel,Fraser Canyon,BC",plant,,,,,Canada,1971-0042.04,1B16,02480/0-0099-1971,RLT.5225,,W,,"Taylor, Roy Lewis",1
Asarum caudatum,"Hwy.1,1.7mi.s.of Hell's Gate Tunnel,Fraser Canyon,BC",plant,,,,,Canada,1971-0042.05,1B21,02480/0-0099-1971,RLT.5225,,W,,"Taylor, Roy Lewis",1
Asarum caudatum,"Hwy.1,1.7mi.s.of Hell's Gate Tunnel,Fraser Canyon,BC",plant,,,,,Canada,1971-0042.06,1B29,02480/0-0099-1971,RLT.5225,,W,,"Taylor, Roy Lewis",1
Lonicera involucrata,"Interior BC,'71",unrooted cutting,,,,,Canada,1971-0051.02,HUBC,02524/0-0099-1971,RLT.5270,,W,,"Taylor, Roy Lewis",1
Viburnum edule,coll.BC Interior'71,unrooted cutting,,,,,Canada,1971-0056.03,HUBC,02534/0-0099-1971,RLT.5375,,W,,"Taylor, Roy Lewis",1
Cornus sericea,coll.BC Interior,unrooted cutting,,,,,Canada,1971-0057.01,1B24,02537/0-0099-1971,RLT.5379,,W,,"Taylor, Roy Lewis",1
Cornus sericea,coll.BC Interior,unrooted cutting,,,,,Canada,1971-0057.02,1B24,02537/0-0099-1971,RLT.5379,,W,,"Taylor, Roy Lewis",1
Cornus sericea,coll.BC Interior,unrooted cutting,,,,,Canada,1971-0057.03,1B34,02537/0-0099-1971,RLT.5379,,W,,"Taylor, Roy Lewis",1
Cornus sericea,coll.BC Interior,unrooted cutting,,,,,Canada,1971-0057.04,HUBC,02537/0-0099-1971,RLT.5379,,W,,"Taylor, Roy Lewis",1
Salix sitchensis,coll.BC Interior'71,unrooted cutting,,,,,Canada,1971-0058.01,1B31,02538/0-0099-1971,RLT.5380,,W,,"Taylor, Roy Lewis",1
Heuchera cylindrica var. orbicularis,"BC Interior,'71",seed,,,,,Canada,1971-0066.02,1B26,02585/0-0099-1971,RLT.5285,,W,,"Taylor, Roy Lewis",1
Rosa gymnocarpa,"Hornby Island,BC",seed,,,,,Canada,1971-0083.01,1B26,02663/0-0099-1971,RLT.5408,,W,,"Taylor, Roy Lewis",1
Struthiopteris spicant,"n.end,Dinan Bay,Masset Inlet,QCI,BC",plant,,,,,Canada,1971-0088.01,1B16,02694/0-0090-1971,N.Turner.0416,,W,,"Turner, Nancy",1
Phillyrea latifolia,,plant,,,,,,1971-0100.01,LAM,02732/0-0050-1971,,,G,,,1
Rhododendron tschonoskii var. tschonoskii,,plant,,,,,,1971-0101.01,3AE1,02739/0-0050-1971,,,G,,,1
Arbutus menziesii,Wellington,seed,,,,,Canada,1971-0104.03,1B22,02757/0-0268-1971,,,W,,,1
Cornus nuttallii,Wellington,seed,,,,,Canada,1971-0105.02,1B24,02758/0-0268-1971,,,W,,,1
Cupressus nootkatensis,"Diamond Head,BC",plant,,,,,Canada,1971-0122.01,1B37,02845/0-0116-1971,CJM.71-440,,W,,"Marchant, C.J.",1
Rhododendron argyrophyllum subsp. argyrophyllum,,unrooted cutting,,,,,,1970-0143.01,3AA2,02862/0-0010-1970,,,G,,,1
Rhododendron argyrophyllum subsp. argyrophyllum,,unrooted cutting,,,,,,1970-0143.02,3AA2,02862/0-0010-1970,,,G,,,1
Rhododendron argyrophyllum subsp. argyrophyllum,,unrooted cutting,,,,,,1970-0143.03,3AA2,02862/0-0010-1970,,,G,,,1
Rhododendron argyrophyllum subsp. argyrophyllum,,unrooted cutting,,,,,,1970-0143.04,3AA2,02862/0-0010-1970,,,G,,,1
Rhododendron argyrophyllum subsp. argyrophyllum,,unrooted cutting,,,,,,1970-0143.05,3AA2,02862/0-0010-1970,,,G,,,1
Rhododendron aganniphum var. flavorufum,,unrooted cutting,,,,,,1970-0145.01,3AD1,02864/0-0010-1970,,,U,,,1
Rhododendron heliolepis var. brevistylum,,unrooted cutting,,,,,,1970-0146.02,HUBC,02865/0-0010-1970,,,U,,,1
Rhododendron succothii,no specific location listed,unrooted cutting,,,,,India,1970-0147.01,3AF4,02866/0-0010-1970,KW.13666,,W,,"Kingdon-Ward, Frank",1
Andromeda polifolia 'Alba',,plant,,,,,,1971-0129.01,LAS3,02879/0-0117-1971,,,G,,,1
Andromeda polifolia 'Alba',,plant,,,,,,1971-0129.02,LAS5,02879/0-0117-1971,,,G,,,1
Azorella trifurcata,,plant,,,,,,1971-0134.01,LSA2,02893/0-0117-1971,,,G,,,1
Azorella trifurcata,,plant,,,,,,1971-0134.02,LSA1,02893/0-0117-1971,,,G,,,1
Azorella trifurcata,,plant,,,,,,1971-0134.03,LSA2,02893/0-0117-1971,,,G,,,1
Azorella trifurcata,,plant,,,,,,1971-0134.04,LSA1,02893/0-0117-1971,,,G,,,4
Azorella trifurcata,,plant,,,,,,1971-0134.05,HUBC,02893/0-0117-1971,,,G,,,1
Geranium dalmaticum 'Album',,plant,,,,,,1971-0155.01,LEU,02958/0-0117-1971,,,G,,,1
Globularia repens,,plant,,,,,,1971-0157.01,LEU,02961/0-0117-1971,,,G,,,2
Leptospermum rupestre,,plant,,,,,,1971-0167.01,LAA4,02989/0-0117-1971,,,G,,,1
Glandora diffusa 'Alba',,plant,,,,,,1971-0170.02,LEU,02994/0-0117-1971,,,G,,,2
Paeonia anomala subsp. veitchii,,plant,,,,,,1971-0171.01,3AC2,03000/0-0117-1971,,,G,,,2
Pieris japonica 'Pygmaea',,plant,,,,,,1971-0174.01,LAS5,03010/0-0117-1971,,,G,,,1
Pimelea prostrata,,unrooted cutting,,,,,,1972-0058.01,LAA2,03012/0-0117-1972,,,G,,,many
Pimelea prostrata,,unrooted cutting,,,,,,1972-0058.02,LFE,03012/0-0117-1972,,,G,,,1
Pimelea prostrata,,unrooted cutting,,,,,,1972-0058.04,HUBC,03012/0-0117-1972,,,G,,,1
Rosa pendulina,,plant,,,,,,1971-0181.01,LEU,03025/0-0117-1971,,,G,,,2
Rosa pendulina,,plant,,,,,,1971-0181.03,HUBC,03025/0-0117-1971,,,G,,,1
Rosa pendulina,,plant,,,,,,1971-0181.04,HUBC,03025/0-0117-1971,,,G,,,1
Synthyris missurica,,plant,,,,,,1971-0187.01,LNA3,03045/0-0117-1971,,,G,,,5
Vancouveria hexandra,,plant,,,,,,1971-0192.01,LNA4,03054/0-0117-1971,,,G,,,mass
Vancouveria hexandra,,plant,,,,,,1971-0192.04,LNA3,03054/0-0117-1971,,,G,,,1
Sasa minima,,plant,,,,,,1971-0195.02,5,03066/0-0117-1971,,,G,,,1
Ligustrum tschonoskii,,seed,,,,,,1971-0202.01,3AF7,03119/0-0020-1971,,,G,,,1
Ligustrum tschonoskii,,seed,,,,,,1971-0202.02,HUBC,03119/0-0020-1971,,,G,,,1
Gentiana clausa,,seed,,,,,,1971-0204.02,HUBC,03151/0-0119-1971,,,U,,,1
Rosa ecae,"Farqhar Valley, 5000'",seed,1524,,,,Afghanistan,1972-0072.03,LAS6,03268/0-0122-1972,GFL.S2.0793,,W,,,3
Rosa ecae,"Farqhar Valley, 5000'",seed,1524,,,,Afghanistan,1972-0072.04,LAM,03268/0-0122-1972,GFL.S2.0793,,W,,,4
Rosa ecae,"Farqhar Valley, 5000'",seed,1524,,,,Afghanistan,1972-0072.05,HUBC,03268/0-0122-1972,GFL.S2.0793,,W,,,1
Viburnum opulus,,seed,,,,,,1972-0082.02,3AS2,03338/0-0125-1972,,,G,,,1
Acer monspessulanum subsp. ibericum,,seed,,,,,,1972-0108.01,1P02,03490/0-0130-1972,,,G,,,1
Olearia phlogopappa,"coll.Victoria,5000'",seed,1524,,,,Australia,1972-0116.03,LAA4,03544/0-0120-1972,,,W,,,6
Olearia phlogopappa,"coll.Victoria,5000'",seed,1524,,,,Australia,1972-0116.04,HUBC,03544/0-0120-1972,,,W,,,1
Olearia phlogopappa,"coll.Victoria,5000'",seed,1524,,,,Australia,1972-0116.05,HUBC,03544/0-0120-1972,,,W,,,1
Escallonia rubra,,plant,,,,,,1972-0157.01,LSA2,03781/0-0138-1972,,,G,,,1
Rhododendron parmulatum,,plant,,,,,,1972-0165.02,HUBC,03805/0-0140-1972,,,U,,,1
Sorbus oligodonta 'Pink Pagoda',,plant,,,,,,1972-0167.02,HUBC,03807/0-0141-1972,,,U,,,1
Gaultheria pumila,"Port Famise,Magellen Strait,Prov.Mag.",seed,,,,,Chile,1972-0170.01,LSA1,03820/0-0083-1972,Dudley.028A,,W,,"Dudley, T.R.",1
Carex pendula,wild coll.Brit.Isles,seed,,,,,United Kingdom,1972-0177.02,HUBC,03838/0-0143-1972,,,W,,,1
Fothergilla major Monticola Group,,seed,,,,,,1972-0178.01,LNA1,03850/0-0144-1972,,,G,,,1
Sorbus prattii,,seed,,,,,,1972-0179.02,HUBC,03853/0-0144-1972,,aff.,U,,,1
Spiraea henryi,,seed,,,,,,1972-0181.02,HUBC,03858/0-0144-1972,,,U,,,1
Rhododendron brachyanthum subsp. hypolepidotum,,seed,,,,,,1972-0182.02,3AE3,03921/0-0147-1972,,,G,,,1
Rhododendron rigidum,,seed,,,,,,1972-0184.01,3ABB,03924/0-0147-1972,,,G,,,1
Rhododendron rigidum,,seed,,,,,,1972-0184.02,3AB1,03924/0-0147-1972,,,G,,,7
Potentilla cuneata,Topke Gola 12700',seed,3871,,,,Nepal,1972-0199.01,LAS6,04057/0-0150-1972,BLM.0095,,W,,"Beer, Len; Lancaster, Roy; Morris, David",many
Potentilla cuneata,Topke Gola 12700',seed,3871,,,,Nepal,1972-0199.02,LAS6,04057/0-0150-1972,BLM.0095,,W,,"Beer, Len; Lancaster, Roy; Morris, David",many
Potentilla cuneata,Topke Gola 12700',seed,3871,,,,Nepal,1972-0199.03,HUBC,04057/0-0150-1972,BLM.0095,,W,,"Beer, Len; Lancaster, Roy; Morris, David",1
Rhododendron campanulatum subsp. campanulatum,"Piling Khola,12200'",seed,,,,,Nepal,1972-0200.03,3AJ1,04074/0-0150-1972,BLM.0283,,W,,"Beer, Len; Lancaster, Roy; Morris, David",1
Rhododendron cinnabarinum subsp. cinnabarinum,Thudam,seed,3810,,,,Nepal,1972-0202.01,3AH2,04079/0-0150-1972,BLM.0220,,W,,"Beer, Len; Lancaster, Roy; Morris, David",1
Rhododendron cinnabarinum subsp. cinnabarinum,Thudam,seed,3810,,,,Nepal,1972-0202.02,3AH2,04079/0-0150-1972,BLM.0220,,W,,"Beer, Len; Lancaster, Roy; Morris, David",1
Rhododendron cinnabarinum subsp. cinnabarinum,Thudam,seed,3810,,,,Nepal,1972-0202.03,3AH2,04079/0-0150-1972,BLM.0220,,W,,"Beer, Len; Lancaster, Roy; Morris, David",1
Rhododendron cinnabarinum subsp. cinnabarinum,Thudam,seed,3810,,,,Nepal,1972-0202.04,3AH2,04079/0-0150-1972,BLM.0220,,W,,"Beer, Len; Lancaster, Roy; Morris, David",1
Rhododendron cinnabarinum subsp. cinnabarinum,Thudam,seed,3810,,,,Nepal,1972-0202.09,HUBC,04079/0-0150-1972,BLM.0220,,W,,"Beer, Len; Lancaster, Roy; Morris, David",1
Rhododendron cinnabarinum subsp. cinnabarinum,"Bagang Khola,12800'",seed,3901,,,,Nepal,1972-0203.05,HUBC,04080/0-0150-1972,BLM.0234,,W,,"Beer, Len; Lancaster, Roy; Morris, David",1
Rhododendron cinnabarinum subsp. cinnabarinum,"Thudam,12700'",seed,3871,,,,Nepal,1972-0204.02,3ADA,04081/0-0150-1972,BLM.0280,,W,,"Beer, Len; Lancaster, Roy; Morris, David",1
Rhododendron cinnabarinum subsp. cinnabarinum,"Thudam,12700'",seed,3871,,,,Nepal,1972-0204.04,HUBC,04081/0-0150-1972,BLM.0280,,W,,"Beer, Len; Lancaster, Roy; Morris, David",1
Rhododendron fulgens,"Barun Khola,13500'",seed,4115,,,,Nepal,1972-0205.01,3AF5,04083/0-0150-1972,BLM.0330,,W,,"Beer, Len; Lancaster, Roy; Morris, David",1
Rhododendron glaucophyllum var. tubiforme,"Barun Khola,10000'",seed,,,,,Nepal,1972-0206.01,3AF1,04084/0-0150-1972,BLM.0315,,W,,"Beer, Len; Lancaster, Roy; Morris, David",1
Rhododendron glaucophyllum var. tubiforme,"Barun Khola,10000'",seed,,,,,Nepal,1972-0206.03,HUBC,04084/0-0150-1972,BLM.0315,,W,,"Beer, Len; Lancaster, Roy; Morris, David",1
Rhododendron glaucophyllum var. glaucophyllum,"Barun Khola,10500'",seed,3200,,,,Nepal,1972-0207.01,3AE3,04085/0-0150-1972,BLM.0329,,W,,"Beer, Len; Lancaster, Roy; Morris, David",3
Rhododendron hodgsonii,"Barun Khola,11000'",seed,3353,,,,Nepal,1972-0208.01,3AC7,04087/0-0150-1972,BLM.0323,,W,,"Beer, Len; Lancaster, Roy; Morris, David",4
Rhododendron hodgsonii,"Barun Khola,11000'",seed,3353,,,,Nepal,1972-0208.03,HUBC,04087/0-0150-1972,BLM.0323,,W,,"Beer, Len; Lancaster, Roy; Morris, David",1
Rhododendron thomsonii subsp. thomsonii,"Bagang Khola,12800'",seed,3901,,,,Nepal,1972-0209.01,3AC7,04090/0-0150-1972,BLM.0228,,W,,"Beer, Len; Lancaster, Roy; Morris, David",25
Rhododendron thomsonii subsp. thomsonii,"Bagang Khola,12800'",seed,3901,,,,Nepal,1972-0209.02,3AC8,04090/0-0150-1972,BLM.0228,,W,,"Beer, Len; Lancaster, Roy; Morris, David",4
Rhododendron thomsonii subsp. thomsonii,"Bagang Khola,12800'",seed,3901,,,,Nepal,1972-0209.03,HUBC,04090/0-0150-1972,BLM.0228,,W,,"Beer, Len; Lancaster, Roy; Morris, David",1
Magnolia stellata,,seed,,,,,,1972-0218.03,HUBC,04191/0-0153-1972,,,G,,,1
Magnolia stellata,,seed,,,,,,1972-0218.04,HUBC,04191/0-0153-1972,,,G,,,1
Deutzia gracilis 'Nikko',,unrooted cutting,,,,,,1972-0232.01,LAS4,04264/0-0156-1972,,,G,,,many
Forsythia viridissima 'Bronxensis',,unrooted cutting,,,,,,1972-0233.01,LAS4,04265/0-0156-1972,,,G,,,2
Forsythia viridissima 'Bronxensis',,unrooted cutting,,,,,,1972-0233.02,LAS4,04265/0-0156-1972,,,G,,,3
Forsythia viridissima 'Bronxensis',,unrooted cutting,,,,,,1972-0233.04,LAS5,04265/0-0156-1972,,,G,,,1
Prunus prostrata,,unrooted cutting,,,,,,1973-0018.01,LEU3,04301/0-5065-1973,,,G,,,1
Prunus prostrata,,unrooted cutting,,,,,,1973-0018.02,LEU3,04301/0-5065-1973,,,G,,,1
Rhododendron fletcherianum,,plant,,,,,,1972-0244.02,HUBC,04307/0-0227-1972,,,U,,,1
Rhododendron schlippenbachii,,plant,,,,,,1972-0246.01,3AE1,04313/0-0227-1972,,,G,dark pink flowered selection,,1
Rhododendron barbatum,pls.orig.coll.ca.50mi from capital,plant,,,,,Nepal,1972-0247.01,3AB8,04314/0-0227-1972,,,W,,,4
Rhododendron barbatum,pls.orig.coll.ca.50mi from capital,plant,,,,,Nepal,1972-0247.02,3AB6,04314/0-0227-1972,,,W,,,1
Rhododendron barbatum,pls.orig.coll.ca.50mi from capital,plant,,,,,Nepal,1972-0247.03,3AB6,04314/0-0227-1972,,,W,,,1
Rhododendron barbatum,pls.orig.coll.ca.50mi from capital,plant,,,,,Nepal,1972-0247.04,HUBC,04314/0-0227-1972,,,W,,,1
Akebia quinata,,unrooted cutting,,,,,,1972-0248.02,3AC7,04327/0-0156-1972,,,G,,,1
Akebia quinata,,unrooted cutting,,,,,,1972-0248.05,LFE,04327/0-0156-1972,,,G,,,7
Akebia quinata,,unrooted cutting,,,,,,1972-0248.06,HUBC,04327/0-0156-1972,,,G,,,1
Akebia trifoliata,,unrooted cutting,,,,,,1972-0252.01,3AB1,04336/0-0156-1972,,,G,,,1
Akebia trifoliata,,unrooted cutting,,,,,,1972-0252.02,3AB4,04336/0-0156-1972,,,G,,,1
Akebia trifoliata,,unrooted cutting,,,,,,1972-0252.03,3AB1,04336/0-0156-1972,,,G,,,1
Akebia trifoliata,,unrooted cutting,,,,,,1972-0252.04,3AB1,04336/0-0156-1972,,,G,,,1
Akebia trifoliata,,unrooted cutting,,,,,,1972-0252.05,3AD5,04336/0-0156-1972,,,G,,,1
Akebia trifoliata,,unrooted cutting,,,,,,1972-0252.06,HUBC,04336/0-0156-1972,,,G,,,1
Akebia trifoliata,,unrooted cutting,,,,,,1972-0252.07,HUBC,04336/0-0156-1972,,,G,,,1
Akebia trifoliata,,unrooted cutting,,,,,,1972-0252.08,HUBC,04336/0-0156-1972,,,G,,,1
Illicium anisatum,,unrooted cutting,,,,,,1972-0253.01,3AH8,04337/0-0156-1972,,,G,,,1
Illicium anisatum,,unrooted cutting,,,,,,1972-0253.02,3AH8,04337/0-0156-1972,,,G,,,1
Daphne sericea Collina Group,,unrooted cutting,,,,,,1972-0261.01,LEU,04354/0-0156-1972,,,G,,,2
Daphne sericea Collina Group,,unrooted cutting,,,,,,1972-0261.02,HUBC,04354/0-0156-1972,,,G,,,1
Daphne sericea Collina Group,,unrooted cutting,,,,,,1972-0261.03,HUBC,04354/0-0156-1972,,,G,,,1
Epipactis gigantea,Salmon R.Range,plant,,,,,United States of America,1972-0282.01,LNA3,04435/0-0156-1972,,,W,,"MacPhail, Jim",2
Epipactis gigantea,Salmon R.Range,plant,,,,,United States of America,1972-0282.03,2A07,04435/0-0156-1972,,,W,,"MacPhail, Jim",
Epipactis gigantea,Salmon R.Range,plant,,,,,United States of America,1972-0282.04,HUBC,04435/0-0156-1972,,,W,,"MacPhail, Jim",1
Petrophytum cinerascens,"Willow Creek Summit,Lost River Range",plant,,,,,United States of America,1972-0288.01,LNA6,04445/0-0156-1972,,,W,,"MacPhail, Jim",1
Rhododendron hyperythrum,,unrooted cutting,,,,,,1972-0302.01,3AH7,04555/0-0159-1972,,,G,,,3
Rhododendron yedoense var. poukhanense,,unrooted cutting,,,,,,1972-0308.01,3AE2,04587/0-0011-1972,,,G,,,1
Rhododendron yedoense var. poukhanense,,unrooted cutting,,,,,,1972-0308.02,3AE1,04587/0-0011-1972,,,G,,,1
Rhododendron yedoense var. poukhanense,,unrooted cutting,,,,,,1972-0308.03,HUBC,04587/0-0011-1972,,,G,,,1
Rhododendron 'Maxwellii',,unrooted cutting,,,,,,1972-0309.01,3AE3,04588/0-0011-1972,,,G,,,1
Rhododendron 'Maxwellii',,unrooted cutting,,,,,,1972-0309.02,3AE3,04588/0-0011-1972,,,G,,,1
Rhododendron 'Maxwellii',,unrooted cutting,,,,,,1972-0309.03,3AE3,04588/0-0011-1972,,,G,,,3
Rhododendron 'Maxwellii',,unrooted cutting,,,,,,1972-0309.04,3AF1,04588/0-0011-1972,,,G,,,1
Viburnum dilatatum 'Catskill',,plant,,,,,,1972-0325.01,3AF6,04656/0-0083-1972,,,G,,,1
Rhododendron alutaceum var. iodes,nw Yunnan,unrooted cutting,,,,,China,1970-0149.01,3AD1,04670/0-0008-1970,F#19567,,W,,"Forrest, George",1
Rhododendron aberconwayi,,unrooted cutting,,,,,,1972-0329.01,3AC7,04672/0-0227-1972,,,G,,,1
Kalmia buxifolia,Pine Barrens,plant,,,,,United States of America,1972-0337.04,LNA1,04726/0-0156-1972,,,W,,,2
Cotoneaster dammeri,,unrooted cutting,,,,,,1972-0339.02,1P03,04744/0-0104-1972,,,G,,,1
Pachysandra terminalis,,plant,,,,,,1972-0340.02,3AE4,04751/0-0104-1972,,,G,,,many
Daphne cneorum,,plant,,,,,,1972-0400.02,LEU,04881/0-0117-1972,,,G,,,1
Globularia cordifolia,,plant,,,,,,1972-0401.01,LEU,04882/0-0117-1972,,,G,,,4
Dianthus squarrosus,,plant,,,,,,1972-0403.02,LEU,04885/0-0117-1972,,,G,,,3
Euryops acraeus,,plant,,,,,,1972-0409.04,LAF1,04895/0-0117-1972,,,G,,,1
Hydrocotyle moschata,,plant,,,,,,1972-0421.02,HUBC,04910/0-0117-1972,,,U,,,1
Rhododendron kiusianum,,plant,,,,,,1972-0447.01,LAS3,04960/0-0117-1972,,,G,,,
Rhododendron kiusianum,,plant,,,,,,1972-0447.02,3AE3,04960/0-0117-1972,,,G,,,1
Buxus sinica var. insularis 'Nana',,plant,,,,,,1972-0448.01,LAS1,04961/0-0117-1972,,,G,,,2
Geranium sanguineum var. lancastriense,,plant,,,,,,1973-0049.02,HUBC,05211/0-0117-1973,,,U,,,1
Rhododendron aberconwayi 'His Lordship',,plant,,,,,,1973-0053.01,3AD2,05246/0-0166-1973,,,G,,,1
Rhododendron aberconwayi 'His Lordship',,plant,,,,,,1973-0053.02,3AC1,05246/0-0166-1973,,,G,,,1
Rhododendron hippophaeoides,,plant,,,,,,1973-0054.02,LAS3,05252/0-0166-1973,,,G,,,2
Rhododendron oldhamii,,plant,,,,,,1972-0512.01,3AE2,05348/0-0050-1972,,,G,,,3
