"ID","TaxonID","Taxon","Trait","Data","Units","DataType","Method","SourceID","Region","Lat","Long","Alt","Accuracy","Comments"
"C07359",2775,"Petrorhagia prolifera","RespFire","no","[2]","boolean","experience","Alberdi2002","W",42.65,-2.28,1000,"High",
"C07449",2775,"Petrorhagia prolifera","SeedlEmerg","yes","[2]","boolean","experience","Alberdi2002","W",42.65,-2.28,1000,"High",
"A05071",2774,"Petrorhagia velutina","GrowthForm","annual forb","[13]","categorical","general reference","Tutin1964","U",,,,,
"A03606",2774,"Petrorhagia velutina","Diaspore","seed","[3]","categorical","general reference","Castroviejo1986","U",,,,,
"A02456",2774,"Petrorhagia velutina","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"R00737",2774,"Petrorhagia velutina","RespFire","no","[2]","boolean","compilation","Kazanis2004a","E",38.42,23.54,,"Low",
"C06326",2774,"Petrorhagia velutina","SoilSeedBank","persistent|unk","[7]","semi-quantitative conditional","compilation","Kazanis2004a","E",38.42,23.54,,"Low",
"R03442",2774,"Petrorhagia velutina","SeedlEmerg","yes","[2]","boolean","compilation","Kazanis2004a","E",38.42,23.54,,"Low",
"A10931",2774,"Petrorhagia velutina","SeedlEmerg","no","[2]","boolean","measure","Ergan2017","M",37.07,27.96,280,"Mod",
"A05130",2833,"Polycarpon tetraphyllum","GrowthForm","variable forb","[13]","categorical","general reference","Tutin1964","U",,,,,
"A03849",2833,"Polycarpon tetraphyllum","LeafDivision","simple","[2]","categorical","general reference","Castroviejo1986","U",,,,,
"A03715",2833,"Polycarpon tetraphyllum","LeafShape","broad","[7]","categorical","general reference","Castroviejo1986","U",,,,,
"A14177",2833,"Polycarpon tetraphyllum","LeafArea","22.22","mm2","quantitative","measure","Cartagena2017","W",37.6,-0.88,,"Mod",
"A14419",2833,"Polycarpon tetraphyllum","SLA","28.084","mm2/mg","quantitative","measure","Cartagena2017","W",37.6,-0.88,,"Mod",
"C07905",2833,"Polycarpon tetraphyllum","Height","0.03","m","quantitative","measure","FdezAles1993","W",37.97,-5.98,350,"High",
"A13948",2833,"Polycarpon tetraphyllum","Height","0.035","m","quantitative","measure","Cartagena2017","W",37.6,-0.88,,"Mod",
"A14654",2833,"Polycarpon tetraphyllum","RootDepth","0.05333","m","quantitative","measure","Cartagena2017","W",37.6,-0.88,,"Mod",
"A14895",2833,"Polycarpon tetraphyllum","DispMode","W","[9]","categorical","general reference","Consensus2017","U",,,,,"f.c. Not very efficient"
"A03607",2833,"Polycarpon tetraphyllum","Diaspore","seed","[3]","categorical","general reference","Castroviejo1986","U",,,,,
"A02457",2833,"Polycarpon tetraphyllum","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"C07863",2833,"Polycarpon tetraphyllum","SeedMass","0.02","mg","quantitative","measure","FdezAles1993","W",37.97,-5.98,350,"High",
"C07947",2833,"Polycarpon tetraphyllum","SeedProd","98","(number)","quantitative","measure","FdezAles1993","W",37.97,-5.98,350,"High",
"A05717",4582,"Polycarpon tetraphyllum ssp. tetraphyllum","GrowthForm","annual forb","[13]","categorical","general reference","Castroviejo1986","U",,,,,
"A01156",4582,"Polycarpon tetraphyllum ssp. tetraphyllum","ChemCues","stimulation|smk","[3]","semi-quantitative conditional","measure","Tormo2014","W",39.4,-0.43,450,"Low","f.c. field experiment"
"A05251",2953,"Sagina apetala","GrowthForm","annual forb","[13]","categorical","general reference","Tutin1964","U",,,,,
"A03850",2953,"Sagina apetala","LeafDivision","simple","[2]","categorical","general reference","Castroviejo1986","U",,,,,
"A03716",2953,"Sagina apetala","LeafShape","linear","[7]","categorical","general reference","Castroviejo1986","U",,,,,
"A16997",2953,"Sagina apetala","NutritionalRelat","no","[8]","categorical","compilation","Correia2018","U",,,,,
"A16998",2953,"Sagina apetala","DispMode","N","[9]","categorical","compilation","Correia2018","U",,,,,
"A03641",2953,"Sagina apetala","Diaspore","seed","[3]","categorical","general reference","Castroviejo1986","U",,,,,
"A02458",2953,"Sagina apetala","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"C08404",2953,"Sagina apetala","SeedMass","0.01","mg","quantitative","measure","Azcarate2002","W",40.63,-4.17,800,"High",
"A01217",2953,"Sagina apetala","SeedlEmerg","yes","[2]","boolean","experience","Cespedes2014b","W",38.05,-4.716667,550,"High",
"A05270",2972,"Saponaria ocymoides","GrowthForm","perennial forb","[13]","categorical","general reference","Tutin1964","U",,,,,
"A03851",2972,"Saponaria ocymoides","LeafDivision","simple","[2]","categorical","general reference","Castroviejo1986","U",,,,,
"A03717",2972,"Saponaria ocymoides","LeafShape","broad","[7]","categorical","general reference","Castroviejo1986","U",,,,,
"A03644",2972,"Saponaria ocymoides","Diaspore","seed","[3]","categorical","general reference","Castroviejo1986","U",,,,,
"A02459",2972,"Saponaria ocymoides","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"C02357",2972,"Saponaria ocymoides","SeedMass","2.06","mg","quantitative","measure","Cerabolini2003","C",,,,,
"C07384",2972,"Saponaria ocymoides","RespFire","yes","[2]","boolean","experience","Alberdi2002","W",42.65,-2.28,1000,"High",
"R00158",2972,"Saponaria ocymoides","RespFire","no","[2]","boolean","measure","Pausas1997","W",41.79,2.33,,"Mod",
"C02425",2972,"Saponaria ocymoides","SoilSeedBank","mid-persistent|unk","[7]","semi-quantitative conditional","compilation","Cerabolini2003","C",,,,,
"C07474",2972,"Saponaria ocymoides","SeedlEmerg","no","[2]","boolean","experience","Alberdi2002","W",42.65,-2.28,1000,"High",
"A17593",7013,"Scleranthus annuus","GrowthForm","variable forb","[13]","categorical","general reference","Tutin1964","U",,,,,
"A17548",7013,"Scleranthus annuus","DispMode","Z","[9]","categorical","compilation","Segrestin2018","W",,,,,
"A05289",2995,"Scleranthus annuus ssp. delortii","GrowthForm","annual forb","[13]","categorical","general reference","Tutin1964","U",,,,,
"A03648",2995,"Scleranthus annuus ssp. delortii","Diaspore","fruit","[3]","categorical","general reference","Castroviejo1986","U",,,,,
"A02460",2995,"Scleranthus annuus ssp. delortii","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"C08407",2995,"Scleranthus annuus ssp. delortii","SeedMass","0.28","mg","quantitative","measure","Azcarate2002","W",40.63,-4.17,800,"High",
"C08302",2995,"Scleranthus annuus ssp. delortii","SoilSeedBank","transient|veg","[7]","semi-quantitative conditional","measure","Peco2003","W",40.67,-4.09,800,"Mod",
"A05326",3034,"Silene acaulis","GrowthForm","subshrub","[13]","categorical","general reference","Tutin1964","U",,,,,
"A03852",3034,"Silene acaulis","LeafDivision","simple","[2]","categorical","general reference","Castroviejo1986","U",,,,,
"A03718",3034,"Silene acaulis","LeafShape","broad","[7]","categorical","general reference","Castroviejo1986","U",,,,,
"A17072",3034,"Silene acaulis","NutritionalRelat","ectomycorrhizal symbiosis","[8]","categorical","compilation","Correia2018","U",,,,,
"A17073",3034,"Silene acaulis","DispMode","G","[9]","categorical","compilation","Correia2018","U",,,,,
"A03653",3034,"Silene acaulis","Diaspore","seed","[3]","categorical","general reference","Castroviejo1986","U",,,,,
"A02462",3034,"Silene acaulis","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"C02030",3034,"Silene acaulis","SeedMass","0.19","mg","quantitative","measure","Cerabolini2003","C",,,,,
"C02180",3034,"Silene acaulis","SoilSeedBank","transient|unk","[7]","semi-quantitative conditional","compilation","Cerabolini2003","C",,,,,
"A11771",6471,"Silene ammophila ssp. carpathae","GrowthForm","annual forb","[13]","categorical","general reference","Consensus2017","U",,,,,
"A11572",6471,"Silene ammophila ssp. carpathae","Height","0.15","m","quantitative","measure","Carta2017","E",35.21,24.91,,"Low",
"A11573",6471,"Silene ammophila ssp. carpathae","SeedMass","0.34","mg","quantitative","measure","Carta2017","E",35.21,24.91,,"Low",
"A11574",6471,"Silene ammophila ssp. carpathae","OtherCues","inhibition|lgt","[3]","semi-quantitative conditional","measure","Carta2017","E",35.21,24.91,,"Low",
"A15004",6736,"Silene apetala","GrowthForm","annual forb","[13]","categorical","general reference","Castroviejo1986","U",,,,,
"A14207",6736,"Silene apetala","LeafArea","35.94","mm2","quantitative","measure","NavarroCano2017b","W",39.4,-1.4,,"VLow",
"A14449",6736,"Silene apetala","SLA","15.176","mm2/mg","quantitative","measure","NavarroCano2017b","W",39.4,-1.4,,"VLow",
"A13971",6736,"Silene apetala","Height","0.063","m","quantitative","measure","NavarroCano2017b","W",39.4,-1.4,,"VLow",
"A14681",6736,"Silene apetala","RootDepth","0.0132","m","quantitative","measure","NavarroCano2017b","W",39.4,-1.4,,"VLow",
"A14923",6736,"Silene apetala","DispMode","W","[9]","categorical","general reference","Consensus2017","U",,,,,
"A05761",4689,"Silene behen","GrowthForm","annual forb","[13]","categorical","general reference","Davis1965","U",,,,,
"A12178",4689,"Silene behen","Diaspore","seed","[3]","categorical","general reference","Davis1965","U",,,,,"f.c. genus property"
"A12189",4689,"Silene behen","FruitType","dry","[2]","categorical","general reference","Davis1965","U",,,,,"f.c. genus property"
"A08402",4689,"Silene behen","SeedMass","1.27","mg","quantitative","measure","Kazanci2014","M",37.45,28.39,,"Low",
"A01269",4689,"Silene behen","ChemCues","stimulation|smk","[3]","semi-quantitative conditional","measure","Kazanci2014","M",37.45,28.39,,"Low",
"A11864",4689,"Silene behen","ChemCues","stimulation|smk","[3]","semi-quantitative conditional","measure","Ergan2017","M",37.07,27.96,280,"Mod","f.c. Aquaeous smoke treatment with 3 concentrations"
"A01238",4689,"Silene behen","HeatStimGerm","unaffected|LM_","[5]","semi-quantitative conditional","measure","Kazanci2014","M",37.45,28.39,,"Low",
"A11865",4689,"Silene behen","OtherCues","unaffected|lgt","[3]","semi-quantitative conditional","measure","Ergan2017","M",37.07,27.96,280,"Mod",
"A10932",4689,"Silene behen","SeedlEmerg","high","[2]","semi-quantitative","measure","Ergan2017","M",37.07,27.96,280,"Mod",
"A05662",4447,"Silene boryi ssp. penyalarensis","GrowthForm","perennial forb","[13]","categorical","general reference","GimenezBenavides2005","U",,,,,
"A00980",4447,"Silene boryi ssp. penyalarensis","SeedMass","0.986","mg","quantitative","measure","GimenezBenavides2005","W",40.82,-3.93,2232,"Low",
"A11192",6236,"Silene cariensis","GrowthForm","annual forb","[13]","categorical","general reference","Consensus2017","U",,,,,
"A10933",6236,"Silene cariensis","SeedlEmerg","yes","[2]","boolean","measure","Ergan2017","M",37.07,27.96,280,"Mod",
"A05663",4449,"Silene ciliata ssp. arvatica","GrowthForm","perennial forb","[13]","categorical","general reference","Castroviejo1986","U",,,,,
"A00981",4449,"Silene ciliata ssp. arvatica","SeedMass","0.594","mg","quantitative","measure","GimenezBenavides2005","W",40.82,-3.93,2232,"Low",
"A05327",3035,"Silene colorata","GrowthForm","annual forb","[13]","categorical","general reference","Consensus2017","U",,,,,
"A03853",3035,"Silene colorata","LeafDivision","simple","[2]","categorical","general reference","Castroviejo1986","U",,,,,
"A03719",3035,"Silene colorata","LeafShape","broad","[7]","categorical","general reference","Castroviejo1986","U",,,,,
"E03649",3035,"Silene colorata","LeafArea","small","[5]","semi-quantitative","experience","Attica2008","E",38,23.7,,"Low",
"A09121",3035,"Silene colorata","SLA","11.79","mm2/mg","quantitative","measure","Bochet2015","W",39.48333,-1.1,680,"High",
"A11575",3035,"Silene colorata","Height","0.4","m","quantitative","measure","Carta2017","E",38.8,22.7,,"VLow",
"E03647",3035,"Silene colorata","Height","0.3","m","quantitative","general reference","Strid1997","E",,,,,
"A09349",3035,"Silene colorata","LDMC","223.53","mg/g","quantitative","measure","Bochet2015","W",39.48333,-1.1,680,"High",
"E03644",3035,"Silene colorata","Clonality","no","[2]","boolean","experience","Attica2008","E",38,23.7,,"Low",
"A17074",3035,"Silene colorata","NutritionalRelat","endomycorrhizal symbiosis","[8]","categorical","compilation","Correia2018","U",,,,,
"A01539",3035,"Silene colorata","NutritionalRelat","endomycorrhizal symbiosis","[8]","categorical","measure","Maremmani2003","C",44.37,12.23,,"Low",
"E03657",3035,"Silene colorata","Spinescence","no","[2]","boolean","experience","Attica2008","E",,,,,
"A06191",3035,"Silene colorata","DispMode","WZG","[9]","categorical","compilation","Consensus2017","U",,,,,""
"A03654",3035,"Silene colorata","Diaspore","seed","[3]","categorical","general reference","Castroviejo1986","U",,,,,
"E03646",3035,"Silene colorata","FruitType","dry","[2]","categorical","general reference","Strid1997","E",,,,,
"A08474",3035,"Silene colorata","SeedMass","0.24","mg","quantitative","measure","BenHur2015","M",32.25328,34.967597,,"Low",
"A09232",3035,"Silene colorata","SeedMass","0.48","mg","quantitative","measure","Bochet2015","W",39.48333,-1.1,680,"High",
"A11576",3035,"Silene colorata","SeedMass","0.26","mg","quantitative","measure","Carta2017","E",38.8,22.7,,"VLow",
"R00776",3035,"Silene colorata","RespFire","no","[2]","boolean","compilation","Kazanis2004a","E",38.42,23.54,,"Low",
"A11866",3035,"Silene colorata","ChemCues","unaffected|smk","[3]","semi-quantitative conditional","measure","Ergan2017","M",37.07,27.96,280,"Mod","f.c. Aquaeous smoke treatment with one concentration"
"A11867",3035,"Silene colorata","OtherCues","unaffected|lgt","[3]","semi-quantitative conditional","measure","Ergan2017","M",37.07,27.96,280,"Mod",
"A11577",3035,"Silene colorata","OtherCues","inhibition|lgt","[3]","semi-quantitative conditional","measure","Carta2017","E",38.8,22.7,,"VLow",
"E03654",3035,"Silene colorata","SoilSeedBank","transient|unk","[7]","semi-quantitative conditional","experience","Attica2008","E",38,23.7,,"Low",
"R03481",3035,"Silene colorata","SeedlEmerg","no","[2]","boolean","compilation","Kazanis2004a","E",38.42,23.54,,"Low","f.a. but seedling emergence in the 2nd post-fire year (seeds from seed bank or colonization)"
"E03655",3035,"Silene colorata","SeedlEmerg","high","[2]","semi-quantitative","compilation","Kazanis2005","E",39,22,,"VLow",
"A10934",3035,"Silene colorata","SeedlEmerg","no","[2]","boolean","measure","Ergan2017","M",37.07,27.96,280,"Mod",
"A05328",3036,"Silene conica","GrowthForm","annual forb","[13]","categorical","general reference","Tutin1964","U",,,,,
"A03854",3036,"Silene conica","LeafDivision","simple","[2]","categorical","general reference","Castroviejo1986","U",,,,,
"A03720",3036,"Silene conica","LeafShape","broad","[7]","categorical","general reference","Castroviejo1986","U",,,,,
"A09122",3036,"Silene conica","SLA","15.89","mm2/mg","quantitative","measure","Bochet2015","W",39.48333,-1.1,680,"High",
"A09350",3036,"Silene conica","LDMC","191.67","mg/g","quantitative","measure","Bochet2015","W",39.48333,-1.1,680,"High",
"A17076",3036,"Silene conica","NutritionalRelat","no","[8]","categorical","compilation","Correia2018","U",,,,,
"A06192",3036,"Silene conica","DispMode","WZG","[9]","categorical","compilation","Consensus2017","U",,,,,""
"A03655",3036,"Silene conica","Diaspore","seed","[3]","categorical","general reference","Castroviejo1986","U",,,,,
"A02463",3036,"Silene conica","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"A09233",3036,"Silene conica","SeedMass","0.48","mg","quantitative","measure","Bochet2015","W",39.48333,-1.1,680,"High",
"R00777",3036,"Silene conica","RespFire","no","[2]","boolean","compilation","Kazanis2004a","E",38.42,23.54,,"Low",
"R03482",3036,"Silene conica","SeedlEmerg","no","[2]","boolean","compilation","Kazanis2004a","E",38.42,23.54,,"Low","f.a. but seedling emergence in the 2nd post-fire year (seeds from seed bank or colonization)"
"A10786",6153,"Silene discolor","GrowthForm","annual forb","[13]","categorical","general reference","Consensus2017","U",,,,,
"A10721",6153,"Silene discolor","NutritionalRelat","endomycorrhizal symbiosis","[8]","categorical","measure","Cakan2006","M",36.68,35.1,,"Low",
"A05329",3037,"Silene elisabethae","GrowthForm","subshrub","[13]","categorical","general reference","Tutin1964","U",,,,,
"A03656",3037,"Silene elisabethae","Diaspore","seed","[3]","categorical","general reference","Castroviejo1986","U",,,,,
"A02464",3037,"Silene elisabethae","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"C02360",3037,"Silene elisabethae","SeedMass","0.54","mg","quantitative","measure","Cerabolini2003","C",,,,,
